Distrito ,parlamentario/a,coalición ,partido político ,votos obtenidos,% obtenido ,año elección ,región 
42[d],Iván Mesías Lehu,Concertación de Partidos por la Democracia,PRSD,38 532,"37,94 %",1997,
42[d],Felipe Letelier Norambuena,Concertación de Partidos por la Democracia,PPD,26 342,"25,94 %",1997,
43[d],Jorge Ulloa Aguillón,Unión por Chile,UDI,31 373,"32,94 %",1997,
43[d],Víctor Jeame Barrueto,Concertación de Partidos por la Democracia,PPD,30 842,"32,38 %",1997,
44[d],José Miguel Ortiz Novoa,Concertación de Partidos por la Democracia,DC,41 499,"30,74 %",1997,
44[d],Enrique van Rysselberghe Herrera,Unión por Chile,UDI,34 609,"25,64 %",1997,
45[d],Alejandro Navarro Brain,Concertación de Partidos por la Democracia,PS,33 949,"35,98 %",1997,
45[d],Edmundo Salas de la Fuente,Concertación de Partidos por la Democracia,DC,31 316,"33,19 %",1997,
46[d],Jaime Rocha Manrique,Concertación de Partidos por la Democracia,PRSD,23 661,"30,76 %",1997,
46[d],Haroldo Fossa Rojas,Unión por Chile,RN,11 409,"14,83 %",1997,
47[d],Víctor Pérez Varela,Unión por Chile,UDI,43 640,"36,28 %",1997,
47[d],José Pérez Arriagada,Concertación de Partidos por la Democracia,PRSD,29 311,"24,37 %",1997,
48[d],Luis Monge Sánchez,Unión por Chile,Ind-UDI,17 454,"27,92 %",1997,
48[d],Edmundo Villouta Concha,Concertación de Partidos por la Democracia,DC,15 299,"24,47 %",1997,
49[d],Miguel Hernández Saffirio,Concertación de Partidos por la Democracia,DC,20 208,"35,56 %",1997,
49[d],José Antonio Galilea Vidaurre,Unión por Chile,RN,13 596,"23,93 %",1997,
50[d],Francisco Huenchumilla Jaramillo,Concertación de Partidos por la Democracia,DC,48 028,"48,49 %",1997,
50[d],José García Ruminot,Unión por Chile,RN,35 388,"35,73 %",1997,
51[d],Eduardo Díaz del Río,Unión por Chile,SUR,20 813,"33,75 %",1997,
51[d],Eugenio Tuma Zedán,Concertación de Partidos por la Democracia,PPD,12 840,"20,82 %",1997,
52[d],René Manuel García García,Unión por Chile,RN,24 752,"45,57 %",1997,
52[d],Mario Acuña Cisternas,Concertación de Partidos por la Democracia,DC,18 142,"33,4 %",1997,
53[d],Exequiel Silva Ortiz,Concertación de Partidos por la Democracia,DC,26 100,"36,46 %",1997,
53[d],Roberto Delmastro Naso,Unión por Chile,Ind-RN,15 332,"21,42 %",1997,
54[d],Carlos Caminondo Sáez,Unión por Chile,RN,21 170,"29,27 %",1997,
54[d],Enrique Jaramillo Becker,Concertación de Partidos por la Democracia,PPD,18 743,"25,91 %",1997,
55[d],Sergio Ojeda Uribe,Concertación de Partidos por la Democracia,DC,24 332,"34,73 %",1997,
55[d],Marina Prochelle Aguilar,Unión por Chile,RN,13 911,"19,85 %",1997,
56[d],Víctor Reyes Alvarado,Concertación de Partidos por la Democracia,DC,18 274,"28,9 %",1997,
56[d],Carlos Recondo Lavanderos,Unión por Chile,UDI,16 241,"25,69 %",1997,
57[d],Carlos Ignacio Kuschel Silva,Unión por Chile,RN,22 284,"31,54 %",1997,
57[d],Sergio Elgueta Barrientos,Concertación de Partidos por la Democracia,DC,19 404,"27,46 %",1997,
58[d],Claudio Alvarado Andrade,Unión por Chile,Ind-UDI,23 316,"36,35 %",1997,
58[d],Gabriel Ascencio Mansilla,Concertación de Partidos por la Democracia,DC,15 359,"23,95 %",1997,
59[d],Pablo Galilea Carrillo,Unión por Chile,RN,11 163,"32,4 %",1997,
59[d],Leopoldo Sánchez Grunert,Concertación de Partidos por la Democracia,PPD,9 055,"26,28 %",1997,
60[d],Pedro Muñoz Aburto,Concertación de Partidos por la Democracia,PS,19 948,"34,15 %",1997,
60[d],Rodrigo Álvarez Zenteno,Unión por Chile,Ind-UDI,13 570,"23,23 %",1997,
1[d],Iván Paredes Fierro[nota 1],Concertación de Partidos por la Democracia,Ind-PS,26 886,"37,68 %",2001,
1[d],Rosa González Román,Alianza por Chile,UDI,10 835,"15,18 %",2001,
2[d],Fulvio Rossi Coicca[nota 1],Concertación de Partidos por la Democracia,Ind-PS,24 480,"29,18 %",2001,
2[d],Ramón Pérez Opazo[nota 2],Alianza por Chile,Ind-UDI,17 454,"20,80 %",2001,
3[d],Waldo Mora Longa,Concertación de Partidos por la Democracia,DC,14 433,"22,08 %",2001,
3[d],Mario Escobar Urbina,Alianza por Chile,UDI,13 745,"21,03 %",2001,
4[d],Manuel Rojas Molina,Alianza por Chile,UDI,37 033,"35,75 %",2001,
4[d],Pedro Araya Guerrero,Concertación de Partidos por la Democracia,DC,32 338,"31,22 %",2001,
5[d],Antonio Leal Labrín,Concertación de Partidos por la Democracia,PPD,29 382,"51,05 %",2001,
5[d],Carlos Vilches Guzmán,Alianza por Chile,RN,10 960,"19,04 %",2001,
6[d],Jaime Mulet Martínez,Concertación de Partidos por la Democracia,DC,17 378,"42,38 %",2001,
6[d],Alberto Robles Pantoja,Concertación de Partidos por la Democracia,PRSD,8 947,"21,82 %",2001,
7[d],Víctor Manuel Rebolledo,Concertación de Partidos por la Democracia,PPD,22 178,"27,57 %",2001,
7[d],Mario Bertolino Rendic,Alianza por Chile,RN,17 884,"22,23 %",2001,
8[d],Patricio Walker Prieto,Concertación de Partidos por la Democracia,DC,43 516,"45,35 %",2001,
8[d],Francisco Encina Moriamez,Concertación de Partidos por la Democracia,PS,19 544,"20,37 %",2001,
9[d],Adriana Muñoz D'Albora,Concertación de Partidos por la Democracia,PPD,23 380,"39,44 %",2001,
9[d],Darío Molina Sanhueza,Alianza por Chile,UDI,13 673,"23,06 %",2001,
10[d],Alfonso Vargas Lyng,Alianza por Chile,RN,38 631,"31,42 %",2001,
10[d],María Eugenia Mella Gajardo,Concertación de Partidos por la Democracia,DC,28 800,"23,42 %",2001,
11[d],Patricio Cornejo Vidaurrazaga,Concertación de Partidos por la Democracia,DC,26 798,"27,84 %",2001,
11[d],Marcelo Forni Lobos,Alianza por Chile,UDI,22 395,"23,27 %",2001,
12[d],Arturo Longton Guerrero,Alianza por Chile,RN,29 874,"29,20 %",2001,
12[d],Juan Bustos Ramírez,Concertación de Partidos por la Democracia,PS,27 217,"26,60 %",2001,
13[d],Laura Soto González,Concertación de Partidos por la Democracia,PPD,34 527,"26,53 %",2001,
13[d],Carmen Ibáñez Soto,Alianza por Chile,RN,32 113,"24,68 %",2001,
14[d],Gonzalo Ibáñez Santa María,Alianza por Chile,UDI,59 822,"41,34 %",2001,
14[d],Rodrigo González Torres,Concertación de Partidos por la Democracia,PPD,47 593,"32,89 %",2001,
15[d],Samuel Venegas Rubio,Concertación de Partidos por la Democracia,PRSD,20 353,"26,49 %",2001,
15[d],Carlos Hidalgo González,Alianza por Chile,Ind-RN,18 741,"24,39 %",2001,
16[d],Patricio Melero Abaroa,Alianza por Chile,UDI,52 806,"41,86 %",2001,
16[d],Zarko Luksic Sandoval,Concertación de Partidos por la Democracia,DC,38 762,"30,73 %",2001,
17[d],Pablo Longueira Montes,Alianza por Chile,UDI,61 319,"40,63 %",2001,
17[d],María Antonieta Saa Díaz,Concertación de Partidos por la Democracia,PPD,49 986,"33,12 %",2001,
18[d],Guido Girardi Lavín,Concertación de Partidos por la Democracia,PPD,98 491,"58,39 %",2001,
18[d],Carlos Olivares Zepeda,Concertación de Partidos por la Democracia,DC,10 930,"6,48 %",2001,
19[d],Patricio Hales Dib,Concertación de Partidos por la Democracia,PPD,44 193,"41,15 %",2001,
19[d],Cristián Leay Morán,Alianza por Chile,UDI,36 994,"34,44 %",2001,
20[d],Cristián Pareto Vergara,Concertación de Partidos por la Democracia,DC,53 474,"26,47 %",2001,
20[d],Mario Varela Herrera,Alianza por Chile,UDI,49 844,"24,68 %",2001,
21[d],Marcela Cubillos Sigall,Alianza por Chile,UDI,61 584,"37,01 %",2001,
21[d],Jorge Burgos Varela,Concertación de Partidos por la Democracia,DC,37 787,"22,71 %",2001,
22[d],Alberto Cardemil Herrera,Alianza por Chile,RN,42 772,"39,40 %",2001,
22[d],Carolina Tohá Morales,Concertación de Partidos por la Democracia,Ind-PPD,32 965,"30,36 %",2001,
23[d],Julio Dittborn Cordua,Alianza por Chile,UDI,80 016,"44,67 %",2001,
23[d],Pía Guzmán Mena,Alianza por Chile,RN,46 675,"26,06 %",2001,
24[d],María Angélica Cristi Marfil,Alianza por Chile,RN,47 346,"38,52 %",2001,
24[d],Enrique Accorsi Opazo,Concertación de Partidos por la Democracia,PPD,41 239,"33,55 %",2001,
25[d],Ximena Vidal Lázaro,Concertación de Partidos por la Democracia,PPD,42 072,"28,28 %",2001,
25[d],Felipe Salaberry Soto,Alianza por Chile,UDI,41 504,"27,89 %",2001,
26[d],Carlos Montes Cisternas,Concertación de Partidos por la Democracia,PS,69 183,"50,99 %",2001,
26[d],Lily Pérez San Martín,Alianza por Chile,RN,49 810,"36,71 %",2001,
27[d],Iván Moreira Barros,Alianza por Chile,UDI,65 777,"42,45 %",2001,
27[d],Eliana Caraball Martínez,Concertación de Partidos por la Democracia,DC,36 832,"23,77 %",2001,
28[d],Darío Paya Mira,Alianza por Chile,UDI,47 756,"32,23 %",2001,
28[d],Rodolfo Seguel Molina,Concertación de Partidos por la Democracia,DC,40 010,"27,01 %",2001,
29[d],Maximiano Errázuriz Eguiguren,Alianza por Chile,RN,69 786,"42,83 %",2001,
29[d],Isabel Allende Bussi,Concertación de Partidos por la Democracia,PS,57 164,"35,09 %",2001,
30[d],José Antonio Kast Rist,Alianza por Chile,UDI,48 025,"35,45 %",2001,
30[d],Edgardo Riveros Marín,Concertación de Partidos por la Democracia,DC,30 056,"22,18 %",2001,
31[d],Gonzalo Uriarte Herrera,Alianza por Chile,UDI,60 495,"42,00 %",2001,
31[d],Jaime Jiménez Villavicencio,Concertación de Partidos por la Democracia,DC,39 036,"27,10 %",2001,
32[d],Alejandro García-Huidobro,Alianza por Chile,UDI,35 695,"41,16 %",2001,
32[d],Esteban Valenzuela Van Treek,Concertación de Partidos por la Democracia,PPD,28 689,"33,08 %",2001,
33[d],Juan Pablo Letelier Morel,Concertación de Partidos por la Democracia,PS,58 666,"53,41 %",2001,
33[d],Eugenio Bauer Jouanne,Alianza por Chile,UDI,29 594,"26,94 %",2001,
34[d],Alejandra Sepúlveda Orbenes,Concertación de Partidos por la Democracia,Ind-PDC,29 123,"34,16 %",2001,
34[d],Juan Masferrer Pellizari,Alianza por Chile,UDI,28 154,"33,03 %",2001,
35[d],Aníbal Pérez Lobos,Concertación de Partidos por la Democracia,PPD,23 923,"33,67 %",2001,
35[d],Ramón Barros Montero,Alianza por Chile,UDI,20 665,"29,08 %",2001,
36[d],Sergio Correa de La Cerda,Alianza por Chile,UDI,41 777,"38,83 %",2001,
36[d],Boris Tapia Martínez,Concertación de Partidos por la Democracia,DC,26 676,"24,80 %",2001,
37[d],Sergio Aguiló Melo,Concertación de Partidos por la Democracia,PS,34 195,"42,81 %",2001,
37[d],Pablo Prieto Lorca,Alianza por Chile,Ind-UDI,21 446,"26,85 %",2001,
38[d],Pedro Álvarez-Salamanca Büchi,Alianza por Chile,RN,23 035,"34,27 %",2001,
38[d],Pablo Lorenzini Basso,Concertación de Partidos por la Democracia,DC,21 771,"32,39 %",2001,
39[d],Jorge Tarud Daccarett,Concertación de Partidos por la Democracia,PPD,33 067,"41,75 %",2001,
39[d],Osvaldo Palma Flores,Alianza por Chile,RN,23 363,"29,50 %",2001,
40[d],Ignacio Urrutia Bonilla,Alianza por Chile,Ind-UDI,25 907,"36,67 %",2001,
40[d],Guillermo Ceroni Fuentes,Concertación de Partidos por la Democracia,PPD,20 460,"28,96 %",2001,
41[d],Rosauro Martínez Labbé,Alianza por Chile,Ind-RN,44 476,"38,50 %",2001,
41[d],Carlos Abel Jarpa Wevar,Concertación de Partidos por la Democracia,PRSD,23 150,"20,04 %",2001,
42[d],Nicolás Monckeberg Díaz,Alianza por Chile,RN,47 839,"43,60 %",2001,
42[d],Felipe Letelier Norambuena,Concertación de Partidos por la Democracia,PPD,33 436,"30,47 %",2001,
43[d],Víctor Jeame Barrueto,Concertación de Partidos por la Democracia,PPD,35 877,"35,14 %",2001,
43[d],Jorge Ulloa Aguillón,Alianza por Chile,UDI,38 326,"37,53 %",2001,
44[d],Andrés Egaña Respaldiza,Alianza por Chile,UDI,48 403,"32,78 %",2001,
44[d],José Miguel Ortiz Novoa,Concertación de Partidos por la Democracia,DC,52 037,"35,25 %",2001,
45[d],Alejandro Navarro Brain,Concertación de Partidos por la Democracia,PS,48 990,"45,46 %",2001,
45[d],Edmundo Salas de la Fuente,Concertación de Partidos por la Democracia,DC,22 125,"20,53 %",2001,
46[d],Camilo Escalona Medina,Concertación de Partidos por la Democracia,PS,33 291,"37,22 %",2001,
46[d],Iván Norambuena Farías,Alianza por Chile,UDI,28 902,"32,32 %",2001,
47[d],Víctor Pérez Varela,Alianza por Chile,UDI,45 328,"34,70 %",2001,
47[d],José Pérez Arriagada,Concertación de Partidos por la Democracia,PRSD,40 201,"30,77 %",2001,
48[d],Francisco Bayo Veloso,Alianza por Chile,RN,18 130,"28,02 %",2001,
48[d],Edmundo Villouta Concha,Concertación de Partidos por la Democracia,DC,14 996,"23,17 %",2001,
49[d],José Antonio Galilea Vidaurre,Alianza por Chile,RN,16 764,"26,41 %",2001,
49[d],Jaime Quintana Leal,Concertación de Partidos por la Democracia,PPD,15 865,"25,00 %",2001,
50[d],Germán Becker Alvear,Alianza por Chile,RN,39 801,"37,68 %",2001,
50[d],Eduardo Saffirio Suárez,Concertación de Partidos por la Democracia,DC,35 487,"33,59 %",2001,
51[d],Eugenio Tuma Zedán,Concertación de Partidos por la Democracia,PPD,25 082,"40,32 %",2001,
51[d],Eduardo Díaz del Río,Alianza por Chile,UDI,20 156,"32,40 %",2001,
52[d],René Manuel García García,Alianza por Chile,RN,23 370,"38,43 %",2001,
52[d],Fernando Meza Moncada,Concertación de Partidos por la Democracia,PRSD,16 781,"27,59 %",2001,
53[d],Roberto Delmastro Naso,Alianza por Chile,Ind-RN,25 866,"34,85 %",2001,
53[d],Exequiel Silva Ortiz,Concertación de Partidos por la Democracia,DC,22 445,"30,24 %",2001,
54[d],Enrique Jaramillo Becker,Concertación de Partidos por la Democracia,PPD,27 706,"36,16 %",2001,
54[d],Gastón von Mühlenbrock,Alianza por Chile,Ind-UDI,23 902,"31,20 %",2001,
55[d],Sergio Ojeda Uribe,Concertación de Partidos por la Democracia,DC,24 752,"33,26 %",2001,
55[d],Javier Hernández Hernández,Alianza por Chile,UDI,23 479,"31,55 %",2001,
56[d],Carlos Recondo Lavanderos,Alianza por Chile,UDI,19 992,"29,17 %",2001,
56[d],Fidel Espinoza Sandoval,Concertación de Partidos por la Democracia,PS,18 436,"26,90 %",2001,
57[d],Eduardo Lagos Herrera,Concertación de Partidos por la Democracia,PRSD,20 565,"27,37 %",2001,
57[d],Carlos Kuschel Silva,Alianza por Chile,RN,19 004,"25,29 %",2001,
58[d],Claudio Alvarado Andrade,Alianza por Chile,UDI,26 203,"40,48 %",2001,
58[d],Gabriel Ascencio Mansilla,Concertación de Partidos por la Democracia,DC,23 206,"35,85 %",2001,
59[d],Pablo Galilea Carrillo,Alianza por Chile,RN,14 918,"40,29 %",2001,
59[d],Leopoldo Sánchez Grunert,Concertación de Partidos por la Democracia,PPD,7 812,"21,10 %",2001,
60[d],Rodrigo Álvarez Zenteno,Alianza por Chile,UDI,26 081,"41,76 %",2001,
60[d],Pedro Muñoz Aburto,Concertación de Partidos por la Democracia,PS,17 302,"27,70 %",2001,
1[d],Iván Paredes Fierro,Concertación Democrática,PS,18 958,"25,52 %",2005,
1[d],Ximena Valcarce Becerra,Alianza,RN,16 692,"22,47 %",2005,
2[d],Fulvio Rossi Ciocca,Concertación Democrática,PS,36 823,"40,32 %",2005,
2[d],Marta Isasi Barbieri,Fuerza Regional Independiente,PAR,24 350,"26,66 %",2005,
3[d],Marcos Espinosa Monardes,Concertación Democrática,PRSD,21 629,"31,44 %",2005,
3[d],Felipe Ward Edwards,Alianza,UDI,14 469,"21,03 %",2005,
4[d],Pedro Araya Guerrero,Concertación Democrática,DC,40 131,"34,51 %",2005,
4[d],Manuel Rojas Molina,Alianza,UDI,38 254,"32,9 %",2005,
5[d],Antonio Leal Labrín,Concertación Democrática,PPD,30 032,"49,25 %",2005,
5[d],René Aedo Ormeño,Alianza,RN,12 432,"20,39 %",2005,
6[d],Jaime Mulet Martínez,Concertación Democrática,DC,16 124,"36,82 %",2005,
6[d],Alberto Robles Pantoja,Concertación Democrática,PRSD,9199,"21,01 %",2005,
7[d],Marcelo Díaz Díaz,Concertación Democrática,PS,22 861,"26,03 %",2005,
7[d],Mario Bertolino Rendic,Alianza,RN,21 636,"24,64 %",2005,
8[d],Patricio Walker Prieto,Concertación Democrática,DC,56 208,"54,3 %",2005,
8[d],Francisco Encina Moriamez,Concertación Democrática,PS,15 511,"14,99 %",2005,
9[d],Adriana Muñoz D'Albora,Concertación Democrática,PPD,27 269,"44,37 %",2005,
9[d],Renán Fuentealba Vildósola,Concertación Democrática,DC,10 727,"17,46 %",2005,
10[d],Marco Enríquez-Ominami Gumucio,Concertación Democrática,PS,46 590,"34,34 %",2005,
10[d],Alfonso Vargas Lyng,Alianza,RN,34 209,"25,22 %",2005,
11[d],Marco Antonio Núñez Lozano,Concertación Democrática,PPD,37 662,"35,86 %",2005,
11[d],Marcelo Forni Lobos,Alianza,UDI,30 980,"29,5 %",2005,
12[d],Juan Bustos Ramírez,Concertación Democrática,PS,35 680,"30,84 %",2005,
12[d],Amelia Herrera Silva,Alianza,RN,33 184,"28,69 %",2005,
13[d],Laura Soto González,Concertación Democrática,PPD,36 764,"27,55 %",2005,
13[d],Joaquín Godoy Ibáñez,Alianza,RN,33 315,"24,96 %",2005,
14[d],Rodrigo González Torres,Concertación Democrática,PPD,42 309,"27,27 %",2005,
14[d],Francisco Chahuán Chahuán,Alianza,RN,40 006,"25,78 %",2005,
15,Edmundo Eluchans Urenda,Alianza,UDI,20 125,"24,8 %",2005,
15,Samuel Venegas Rubio,Concertación Democrática,PRSD,17 798,"21,93 %",2005,
16,Patricio Melero Abaroa,Alianza,UDI,49 412,"32,8 %",2005,
16,Gabriel Silber Romo,Concertación Democrática,DC,38 373,"25,47 %",2005,
17,María Antonieta Saa Díaz,Concertación Democrática,PPD,57 708,"37,98 %",2005,
17,Karla Rubilar Barahona,Alianza,RN,29 431,"19,37 %",2005,
18,Guido Girardi Briere,Concertación Democrática,PPD,71 456,"43,75 %",2005,
18,Carlos Olivares Zepeda,Concertación Democrática,DC,32 464,"19,87 %",2005,
19,Patricio Hales Dib,Concertación Democrática,PPD,53 773,"48,72 %",2005,
19,Claudia Nogueira Fernández,Alianza,UDI,33 231,"30,11 %",2005,
20,Álvaro Escobar Rufatt,Concertación Democrática,PPD,100 840,"42,18 %",2005,
20,Roberto Sepúlveda Hermosilla,Alianza,RN,45 992,"19,24 %",2005,
21,Marcela Cubillos Sigall,Alianza,UDI,51 749,"29,02 %",2005,
21,Jorge Burgos Varela,Concertación Democrática,DC,48 683,"27,3 %",2005,
22,Carolina Tohá Morales,Concertación Democrática,PPD,45 769,"39,79 %",2005,
22,Alberto Cardemil Herrera,Alianza,ILD,32 827,"28,54 %",2005,
23,Julio Dittborn Cordua,Alianza,UDI,79 167,"39,31 %",2005,
23,Cristián Monckeberg Bruner,Alianza,RN,50 923,"25,22 %",2005,
24,María Angélica Cristi Marfil,Alianza,UDI,49 918,"36,95 %",2005,
24,Enrique Accorsi Opazo,Concertación Democrática,PPD,38 708,"28,65 %",2005,
25,Ximena Vidal Lázaro,Concertación Democrática,PPD,52 745,"33,81 %",2005,
25,Felipe Salaberry Soto,Alianza,UDI,30 109,"19,3 %",2005,
26,Carlos Montes Cisternas,Concertación Democrática,PS,69 997,"48,08 %",2005,
26,Gonzalo Duarte Leiva,Concertación Democrática,DC,20 448,"14,05 %",2005,
27,Iván Moreira Barros,Alianza,UDI,49 213,"30,4 %",2005,
27,Tucapel Jiménez Fuentes,Concertación Democrática,ILB,46 710,"28,85 %",2005,
28,Jorge Insunza Gregorio De Las Heras,Concertación Democrática,PPD,37 292,"24,53 %",2005,
28,Darío Paya Mira,Alianza,UDI,31 691,"20,85 %",2005,
29,Isabel Allende Bussi,Concertación Democrática,PS,81 493,"43,49 %",2005,
29,Maximiano Errázuriz Eguiguren,Alianza,RN,59 054,"31,51 %",2005,
30,Ramón Farías Ponce,Concertación Democrática,PPD,54 050,"35,7 %",2005,
30,José Antonio Kast Rist,Alianza,UDI,47 950,"31,67 %",2005,
31,Denise Pascal Allende,Concertación Democrática,PS,43 138,"27,14 %",2005,
31,Gonzalo Uriarte Herrera,Alianza,UDI,54 869,"34,53 %",2005,
32,Esteban Valenzuela Van-Treek,Concertación Democrática,PPD,33 579,"36,91 %",2005,
32,Alejandro García-Huidobro,Alianza,UDI,33 534,"36,86 %",2005,
33,Alejandro Sule Fernández,Concertación Democrática,PRSD,42 248,"37,24 %",2005,
33,Eugenio Bauer Jouanne,Alianza,UDI,26 509,"23,37 %",2005,
34,Alejandra Sepúlveda Orbenes,Concertación Democrática,DC,50 045,"54,42 %",2005,
34,Juan Masferrer Pellizari,Alianza,UDI,17 860,"19,42 %",2005,
35,Juan Carlos Latorre Carmona,Concertación Democrática,DC,34 268,"45,86  %",2005,
35,Ramón Barros Montero,Alianza,UDI,25 349,"33,93 %",2005,
36,Roberto León Ramírez,Concertación Democrática,DC,48 009,"41,75 %",2005,
36,Sergio Correa de la Cerda,Alianza,UDI,32 435,"28,2 %",2005,
37,Sergio Aguiló Melo,Concertación Democrática,PS,29 366,"35,04 %",2005,
37,Germán Verdugo Soto,Alianza,RN,22 336,"26,65 %",2005,
38,Pablo Lorenzini Basso,Concertación Democrática,DC,27 268,"36,88 %",2005,
38,Pedro Álvarez-Salamanca Buchi,Alianza,RN,14 288,"19,32 %",2005,
39,Jorge Tarud Daccarett,Concertación Democrática,PPD,30 926,"37,86 %",2005,
39,Osvaldo Palma Flores,Alianza,RN,18 094,"22,15 %",2005,
40,Guillermo Ceroni Fuentes,Concertación Democrática,PPD,30 380,"42,16 %",2005,
40,Ignacio Urrutia Bonilla,Alianza,UDI,19 777,"27,45 %",2005,
41,Carlos Abel Jarpa Wevar,Concertación Democrática,PRSD,31 370,"25,4 %",2005,
41,Rosauro Martínez Labbé,Alianza,RN,34 643,"28,05 %",2005,
42,Nicolás Monckeberg Díaz,Alianza,RN,36 609,"32,67 %",2005,
42,Jorge Sabag Villalobos,Concertación Democrática,DC,33 452,"29,85 %",2005,
43,Raúl Súnico Galdames,Concertación Democrática,PS,29 833,"27,25 %",2005,
43,Jorge Ulloa Aguillón,Alianza,UDI,31 265,"28,55 %",2005,
44,José Miguel Ortiz Novoa,Concertación Democrática,DC,53 270,"32,26 %",2005,
44,Andrés Egaña Respaldiza,Alianza,UDI,32 220,"19,57 %",2005,
45,Clemira Pacheco Rivas,Concertación Democrática,PS,37 448,"33,52 %",2005,
45,Sergio Bobadilla Muñoz,Alianza,UDI,26 460,"23,68 %",2005,
46,Manuel Monsalve Benavides,Concertación Democrática,PS,28 888,"29,58 %",2005,
46,Iván Norambuena Farías,Alianza,UDI,23 847,"24,42 %",2005,
47,José Pérez Arriagada,Concertación Democrática,PRSD,67 053,"48,59 %",2005,
47,Juan Lobos Krause,Alianza,UDI,33 274,"24,11 %",2005,
48,Mario Venegas Cárdenas,Concertación Democrática,DC,23 775,"35,75 %",2005,
48,Gonzalo Arenas Hodar,Alianza,UDI,16 751,"25,19 %",2005,
49,Jaime Quintana Leal,Concertación Democrática,PPD,26 953,"40,68 %",2005,
49,Enrique Estay Peñaloza,Alianza,UDI,10 953,"16,53 %",2005,
50,Eduardo Saffirio Suárez,Concertación Democrática,DC,35 501,"30,81 %",2005,
50,Germán Becker Alvear,Alianza,RN,37 036,"32,14 %",2005,
51,Eugenio Tuma Zedan,Concertación Democrática,PPD,32 590,"49,28 %",2005,
51,Eduardo Díaz del Río,Concertación Democrática,ILB,10 511,"15,89 %",2005,
52,Fernando Meza Moncada,Concertación Democrática,PRSD,25 000,"38,15 %",2005,
52,René Manuel García García,Alianza,RN,24 453,"37,32 %",2005,
53,Alfonso de Urresti Longton,Concertación Democrática,PS,23 506,"28,29 %",2005,
53,Roberto Delmastro Naso,Alianza,ILD,22 046,"26,53 %",2005,
54,Enrique Jaramillo Becker,Concertación Democrática,PPD,31 815,"41,11 %",2005,
54,Gastón von Mühlenbrock Zamora,Alianza,UDI,21 751,"28,1 %",2005,
55,Sergio Ojeda Uribe,Concertación Democrática,DC,29 199,"37,43 %",2005,
55,Javier Hernández Hernández,Alianza,UDI,21 454,"27,5 %",2005,
56,Fidel Espinoza Sandoval,Concertación Democrática,PS,30 452,"41,59 %",2005,
56,Carlos Recondo Lavanderos,Alianza,UDI,19 068,"26,04 %",2005,
57,Marisol Turres Figueroa,Alianza,UDI,22 614,"26,66 %",2005,
57,Patricio Vallespin López,Concertación Democrática,DC,22 322,"26,31 %",2005,
58,Gabriel Ascencio Mansilla,Concertación Democrática,DC,26 088,"35,94 %",2005,
58,Claudio Alvarado Andrade,Alianza,UDI,18 043,"24,85 %",2005,
59,René Alinco Bustos,Concertación Democrática,PPD,13 307,"33,7 %",2005,
59,Pablo Galilea Carrillo,Alianza,RN,12 750,"32,29 %",2005,
60,Carolina Goic Boroevic,Concertación Democrática,DC,17 766,"27,1 %",2005,
60,Rodrigo Álvarez Zenteno,Alianza,UDI,15 876,"24,22 %",2005,
1[d],Orlando Vargas Pizarro,Concertación y Juntos Podemos,Ind-PPD,22 425,"30,01 %",2009,
1[d],Nino Baltolú Rasera,Coalición por el Cambio,UDI,17 644,"23,61 %",2009,
2[d],Hugo Gutiérrez Gálvez,Concertación y Juntos Podemos,PCCh,28 217,"30,31 %",2009,
2[d],Marta Isasi Barbieri,Coalición por el Cambio,Ind-UDI,28 884,"31,02 %",2009,
3[d],Felipe Ward Edwards,Coalición por el Cambio,UDI,24 618,"37,36 %",2009,
3[d],Marcos Espinosa Monardes,Concertación y Juntos Podemos,PRSD,16 223,"24,62 %",2009,
4[d],Pedro Araya Guerrero,Chile Limpio. Vote Feliz,PRI,27 268,"24,60 %",2009,
4[d],Manuel Rojas Molina,Coalición por el Cambio,UDI,37 241,"33,59 %",2009,
5[d],Lautaro Carmona Soto,Concertación de Partidos por la Democracia,PCCh,17 022,"27,87 %",2009,
5[d],Carlos Vilches Guzmán,Coalición por el Cambio,UDI,13 159,"21,55 %",2009,
6[d],Giovanni Calderón Bassi,Coalición por el Cambio,UDI,8330,"19,26 %",2009,
6[d],Alberto Robles Pantoja,Concertación y Juntos Podemos,PRSD,11 582,"26,77 %",2009,
7[d],Marcelo Díaz Díaz,Concertación y Juntos Podemos,PS,32 673,"36,74 %",2009,
7[d],Mario Bertolino Rendic,Coalición por el Cambio,RN,18 037,"20,28 %",2009,
8[d],Matías Walker Prieto,Concertación y Juntos Podemos,DC,28 948,"27,21 %",2009,
8[d],Pedro Velásquez Seguel,IND,Ind.,25 919,"24,37 %",2009,
9[d],Adriana Muñoz D'Albora,Concertación y Juntos Podemos,PPD,15 332,"25,29 %",2009,
9[d],Luis Lemus Aracena,Chile Limpio. Vote Feliz,PRI,15 735,"25,95 %",2009,
10[d],Eduardo Cerda García,Concertación y Juntos Podemos,DC,30 017,"21,94 %",2009,
10[d],Andrea Molina Oliva,Coalición por el Cambio,Ind-UDI,36 000,"26,31 %",2009,
11[d],Gaspar Rivas Sánchez,Coalición por el Cambio,RN,21 634,"20,22 %",2009,
11[d],Marco Antonio Núñez Lozano,Concertación y Juntos Podemos,PPD,49 801,"46,55 %",2009,
