Distrito;Candidato;Partido;Pacto;Votos;%;Resultado;Año
2;65 RAMON GALLEGUILLOS CASTILLO;RN;CHILE GRANDE Y UNIDO;17905;9,81%;;2025
2;66 JORGE MUÑOZ OYARCE;REPUBLICAN;CAMBIO POR CHILE;17185;9,41%;;2025
2;67 CRISTIAN CABEZAS MUNDACA;PSC;CAMBIO POR CHILE;3832;2,10%;;2025
2;68 ALVARO JOFRE CACERES;PNL;CAMBIO POR CHILE;14898;8,16%;Diputado;2025
2;69 AGUSTIN RENDIC GALLEGUILLOS;PNL;CAMBIO POR CHILE;3466;1,90%;;2025
3;51 HERNAN VELASQUEZ NUÑEZ;FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;10677;3,35%;;2025
3;52 MARION TAPIA GONZALEZ;FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;2420;0,76%;;2025
3;53 DANAHE ROJAS MAMANI;FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;1604;0,50%;;2025
3;54 MARIA GLORIA LAZCANO TORRES;AH;VERDES, REGIONALISTAS Y HUMANISTAS;3548;1,11%;;2025
3;55 EDUARDO SOTOMAYOR ORTIZ;AH;VERDES, REGIONALISTAS Y HUMANISTAS;1371;0,43%;;2025
3;56 MARCO RAMO PAEZ;AH;VERDES, REGIONALISTAS Y HUMANISTAS;1016;0,32%;;2025
3;57 SEBASTIAN PATRICIO VIDELA CASTILLO;IND-PL;UNIDAD POR CHILE;74340;23,31%;Diputado;2025
3;58 JAIME ARAYA GUERRERO;IND-PPD;UNIDAD POR CHILE;13604;4,27%;Diputado;2025
3;59 PAULINA LIZANA MARTINEZ;PCCh;UNIDAD POR CHILE;10913;3,42%;;2025
3;60 MARCELA HERNANDO PEREZ;PR;UNIDAD POR CHILE;11944;3,74%;Diputada;2025
3;61 MARGARITA MONTECINO CORTEZ;PDC;UNIDAD POR CHILE;1823;0,57%;;2025
3;62 GABRIELA CARRASCO URQUIETA;FA;UNIDAD POR CHILE;8450;2,65%;;2025
3;63 ADELA MARIA PIZARRO GONCALVEZ;PH;IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA;4937;1,55%;;2025
3;64 DAN IBACACHE PANIAGUA;PI;IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA;2176;0,68%;;2025
3;65 NATALIA VALENTINA SANCHEZ MUÑOZ;PTR;PARTIDO DE TRABAJADORES REVOLUCIONARIOS;5674;1,78%;;2025
3;66 DANIEL ANDRES VARGAS DOWNING;PTR;PARTIDO DE TRABAJADORES REVOLUCIONARIOS;3525;1,11%;;2025
3;67 DANIELA BEATRIZ AVILES HONORES;PTR;PARTIDO DE TRABAJADORES REVOLUCIONARIOS;2450;0,77%;;2025
3;68 NESTOR LUIS VERA ROJAS;PTR;PARTIDO DE TRABAJADORES REVOLUCIONARIOS;2174;0,68%;;2025
3;69 NELCY NIEVES CASTILLO SARAVIA;POPULAR;POPULAR;3520;1,10%;;2025
3;70 FABIAN OSSANDON BRICEÑO;PDG;PARTIDO DE LA GENTE;33161;10,40%;Diputado;2025
3;71 PAOLA DEBIA GONZALEZ;PDG;PARTIDO DE LA GENTE;14898;4,67%;;2025
3;72 SERGIO MARMIE IBARRONDO;PDG;PARTIDO DE LA GENTE;4621;1,45%;;2025
3;73 JESSIE GONZALEZ BUGUEÑO;PDG;PARTIDO DE LA GENTE;3563;1,12%;;2025
3;74 VILMA DE LOURDES ESQUIVEL CESPEDES;PDG;PARTIDO DE LA GENTE;2304;0,72%;;2025
3;75 LUIS RAMOS BUSTOS;PDG;PARTIDO DE LA GENTE;3867;1,21%;;2025
3;76 JOSE MIGUEL CASTRO BASCUÑAN;RN;CHILE GRANDE Y UNIDO;10030;3,14%;;2025
3;77 DANIELA CASTRO ARAYA;RN;CHILE GRANDE Y UNIDO;8700;2,73%;;2025
3;78 CAROLINA LATORRE CRUZ;DEMOCRATAS;CHILE GRANDE Y UNIDO;7673;2,41%;;2025
3;79 JOSE LUIS VELIZ VELIZ;IND - DEMOCRATAS;CHILE GRANDE Y UNIDO;2231;0,70%;;2025
3;80 JORGE OLIVARES PUENTES;Evópoli;CHILE GRANDE Y UNIDO;2223;0,70%;;2025
3;81 YANTIEL CALDERON VALENZUELA;Evópoli;CHILE GRANDE Y UNIDO;7948;2,49%;;2025
3;82 YOVANA AHUMADA PALMA;PSC;CAMBIO POR CHILE;8758;2,75%;;2025
3;83 CAROLINA MOSCOSO CARRASCO;PSC;CAMBIO POR CHILE;5724;1,79%;;2025
3;84 LESLIE MOLL VERA;PSC;CAMBIO POR CHILE;2689;0,84%;;2025
3;85 ADRIANA JIMENEZ RETAMAL;PNL;CAMBIO POR CHILE;15481;4,85%;;2025
3;86 CARLO ARQUEROS PIZARRO;REPUBLICAN;CAMBIO POR CHILE;12464;3,91%;Diputado;2025
3;87 SILVANA UBILLO ROJAS;REPUBLICAN;CAMBIO POR CHILE;6466;2,03%;;2025
4;51 JAIME MULET MARTINEZ;FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;20525;11,91%;Diputado;2025
4;52 CAROLINA ARMENAKIS DAHER;FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;3152;1,83%;;2025
4;53 CARLO PEZO CORREA;IND - FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;4256;2,47%;;2025
4;54 JAIME VARGAS GUERRA;FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;2733;1,59%;;2025
4;55 JULIETA VARAS SILVA;IND - FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;1233;0,72%;;2025
4;56 CRISTIAN TAPIA RAMOS;IND - PPD;UNIDAD POR CHILE;18145;10,53%;Diputado;2025
4;57 CARLA MATUS GONZALEZ;IND - PPD;UNIDAD POR CHILE;1245;0,72%;;2025
4;58 ERICKA PORTILLA BARRIOS;PCCH;UNIDAD POR CHILE;9241;5,36%;;2025
4;59 PABLO ZENTENO MUÑOZ;PCCH;UNIDAD POR CHILE;3333;1,93%;;2025
4;60 PAMELA BORDONES OLIVARES;IND - PS;UNIDAD POR CHILE;1779;1,03%;;2025
4;61 JUAN SANTANA CASTILLO;PS;UNIDAD POR CHILE;19335;11,22%;Diputado;2025
4;62 INTI ELEODORO SALAMANCA FERNANDEZ;POPULAR;POPULAR;5195;3,01%;;2025
4;63 JOANA ANDREA BARRIOS PAEZ;POPULAR;POPULAR;2473;1,44%;;2025
4;64 JORGE DAVID VARAS HENRIQUEZ;POPULAR;POPULAR;728;0,42%;;2025
4;65 MARCELO ISMAEL RUIZ TAGLE ESCOBAR;POPULAR;POPULAR;419;0,24%;;2025
4;66 OSCAR ALEJANDRO NUÑEZ VENEROS;POPULAR;POPULAR;481;0,28%;;2025
4;67 PAULA ANDREA OLMOS CONTRERAS;PDG;PARTIDO DE LA GENTE;9975;5,79%;Diputada;2025
4;68 JESSICA ALEJANDRA LIQUITAY MARTINEZ;PDG;PARTIDO DE LA GENTE;4795;2,78%;;2025
4;69 ALEX ALEJANDRO FARIAS PEREZ;PDG;PARTIDO DE LA GENTE;4187;2,43%;;2025
4;70 FRANCISCO JAVIER VARGAS MERY;PDG;PARTIDO DE LA GENTE;5033;2,92%;;2025
4;71 HECTOR RAUL VERGARA SEURA;PDG;PARTIDO DE LA GENTE;1478;0,86%;;2025
4;72 MAXIMILIANO BARRIONUEVO GARCIA;RN; CHILE GRANDE Y UNIDO;15930;9,24%;;2025
4;73 CARLA GUAITA CARRIZO;IND - RN; CHILE GRANDE Y UNIDO;2447;1,42%;;2025
4;74 TANIA BORCOSKY RAMIREZ;IND - UDI; CHILE GRANDE Y UNIDO;948;0,55%;;2025
4;75 KYLE CAMPBELL CAMPBELL;UDI; CHILE GRANDE Y UNIDO;3374;1,96%;;2025
4;76 NAYARET OVIEDO ALVAREZ;EVOPOLI; CHILE GRANDE Y UNIDO;579;0,34%;;2025
4;77 GUILLERMO COFRE MUÑOZ;EVOPOLI; CHILE GRANDE Y UNIDO;937;0,54%;;2025
4;78 IGNACIO URCULLU CLEMENT-LUND;REPUBLICAN;CAMBIO POR CHILE;8375;4,86%;Diputado;2025
4;79 SUSANA HIPLAN ESTEFFAN;REPUBLICAN;CAMBIO POR CHILE;4586;2,66%;;2025
4;80 KARINA PALLERES GUZMAN;REPUBLICAN;CAMBIO POR CHILE;2685;1,56%;;2025
4;81 DANIELA GALLEGOS PORCILE;PSC;CAMBIO POR CHILE;5252;3,05%;;2025
4;82 LUIS NUÑEZ BARRIENTOS;PNL;CAMBIO POR CHILE;5053;2,93%;;2025
4;83 MARGARITA CONTRERAS RIOS;PNL;CAMBIO POR CHILE;2422;1,41%;;2025
5;51 DANIELA MOLINA BARRERA;AH;VERDES, REGIONALISTAS Y HUMANISTAS;6185;1,38%;;2025
5;52 CLAUDIA VALENZUELA TORRES;IND - AH;VERDES, REGIONALISTAS Y HUMANISTAS;2005;0,45%;;2025
5;53 EDUARDO VARGAS GONZALEZ;IND - AH;VERDES, REGIONALISTAS Y HUMANISTAS;1764;0,40%;;2025
5;54 MIREYA CORONA CONTRERAS;IND - AH;VERDES, REGIONALISTAS Y HUMANISTAS;1390;0,31%;;2025
5;55 PABLO RAMIREZ INOSTROZA;AH;VERDES, REGIONALISTAS Y HUMANISTAS;1454;0,33%;;2025
5;56 CLAUDIO IBAÑEZ GONZALEZ;IND - FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;2434;0,55%;;2025
5;57 ALEJANDRO CAMPUSANO MASSAD;IND - FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;4217;0,94%;;2025
5;58 ROSA PINTO ROJAS;FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;1168;0,26%;;2025
5;59 CAROLINA TELLO ROJAS;FA;UNIDAD POR CHILE;15047;3,37%;Diputada;2025
5;60 DANIEL MANOUCHEHRI MOGHADAM KASHAN LOBOS;PS;UNIDAD POR CHILE;94501;21,16%;Diputado;2025
5;61 NATHALIE CASTILLO ROJAS;PCCH;UNIDAD POR CHILE;19290;4,32%;Diputada;2025
5;62 BERNARDO SALINAS MAYA;IND - PCCH;UNIDAD POR CHILE;3802;0,85%;Diputado;2025
5;63 JORGE INSUNZA GREGORIO DE LAS HERAS;PPD;UNIDAD POR CHILE;9562;2,14%;;2025
5;64 RAFAEL VERA CASTILLO;IND - PR;UNIDAD POR CHILE;8957;2,01%;;2025
5;65 RICARDO CIFUENTES LILLO;PDC;UNIDAD POR CHILE;9868;2,21%;;2025
5;66 MARIA GALLEGUILLOS TORRES;IGUALDAD;IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA;4962;1,11%;;2025
5;67 RODRIGO ANDRADE RAMIREZ;IGUALDAD;IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA;1674;0,37%;;2025
5;68 ARTURO ELLIS CATALDO;IND - IGUALDAD;IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA;1340;0,30%;;2025
5;69 FRANCISCA PEMJEAN LETELIER;IND - IGUALDAD;IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA;2533;0,57%;;2025
5;70 CRISTOPHER SUAZO BENAVIDES;IND - IGUALDAD;IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA;1232;0,28%;;2025
5;71 RAFAEL MUÑOZ URRUTIA;IND - IGUALDAD;IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA;1279;0,29%;;2025
5;72 ANA MARIA ITURRALDE PEÑA;IND - IGUALDAD;IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA;1573;0,35%;;2025
5;73 CATERINA SIMONCELLI FRACCHIA;IGUALDAD;IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA;1304;0,29%;;2025
5;74 CARLOS EDUARDO RUIZ BENITEZ;AMARILLOS;MOVIMIENTO AMARILLOS POR CHILE;2384;0,53%;;2025
5;75 MONTSERRAT MARGARITA PIZARRO CARREÑO;AMARILLOS;MOVIMIENTO AMARILLOS POR CHILE;1153;0,26%;;2025
5;76 PABLO ALEJANDRO YAÑEZ PIZARRO;AMARILLOS;MOVIMIENTO AMARILLOS POR CHILE;16149;3,62%;;2025
5;77 FRANCHESCA NICOLE PLAZA GONZALEZ;AMARILLOS;MOVIMIENTO AMARILLOS POR CHILE;1266;0,28%;;2025
5;78 YERKO NEFTALI ZAMBRA VILLALOBOS;AMARILLOS;MOVIMIENTO AMARILLOS POR CHILE;1465;0,33%;;2025
5;79 ELIZABETH SOLANGE FREDES ROSALES;AMARILLOS;MOVIMIENTO AMARILLOS POR CHILE;819;0,18%;;2025
5;80 TOMAS FELIPE YAVAR AGUILERA;AMARILLOS;MOVIMIENTO AMARILLOS POR CHILE;374;0,08%;;2025
5;81 FELIX ALONSO VELASCO LADRON DE GUEVARA;AMARILLOS;MOVIMIENTO AMARILLOS POR CHILE;7540;1,69%;;2025
5;82 EILEEN PATRICIA URQUETA ROJAS;PDG;PARTIDO DE LA GENTE;15660;3,51%;Diputada;2025
5;83 JUAN CARLOS THENOUX CIUDAD;PDG;PARTIDO DE LA GENTE;13310;2,98%;;2025
5;84 MARICEL ANDREA TAPIA SALGUEIRO;PDG;PARTIDO DE LA GENTE;7105;1,59%;;2025
5;85 FRANCISCO JAVIER NUÑEZ RENCORET;PDG;PARTIDO DE LA GENTE;7765;1,74%;;2025
5;86 FERNANDA CRISTINA NUÑEZ ARAOS;PDG;PARTIDO DE LA GENTE;6761;1,51%;;2025
5;87 JUAN SALVADOR SAUL DABED TOZO;PDG;PARTIDO DE LA GENTE;11294;2,53%;;2025
5;88 JORGE FRANKLIN DUNSTAN PAVEZ;PDG;PARTIDO DE LA GENTE;2950;0,66%;;2025
5;89 MARCO ANTONIO SULANTAY OLIVARES;UDI; CHILE GRANDE Y UNIDO;22781;5,10%;Diputado;2025
5;90 JUAN MANUEL FUENZALIDA COBO;UDI; CHILE GRANDE Y UNIDO;14667;3,28%;;2025
5;91 GIANNINA GONZALEZ MICHEA;RN; CHILE GRANDE Y UNIDO;10889;2,44%;;2025
5;92 ROBERTO VEGA CAMPUSANO;RN; CHILE GRANDE Y UNIDO;18091;4,05%;;2025
5;93 ROSETTA PARIS AVALOS;EVOPOLI; CHILE GRANDE Y UNIDO;4491;1,01%;;2025
5;94 RODRIGO ORREGO GALVEZ;EVOPOLI; CHILE GRANDE Y UNIDO;1387;0,31%;;2025
5;95 FRANCISCO MARTINEZ RIVERA;DEMOCRATAS; CHILE GRANDE Y UNIDO;1018;0,23%;;2025
5;96 VICTOR PINO FUENTES;DEMOCRATAS; CHILE GRANDE Y UNIDO;2727;0,61%;;2025
5;97 TATIANA CASTILLO GONZALEZ;PSC;CAMBIO POR CHILE;8250;1,85%;;2025
5;98 ANDREA BARRERA ESCOBAR;PSC;CAMBIO POR CHILE;4699;1,05%;;2025
5;99 MATIAS GUZMAN GALLEGUILLOS;PSC;CAMBIO POR CHILE;7138;1,60%;;2025
5;100 ERICH GROHS MARIN;PNL;CAMBIO POR CHILE;13502;3,02%;Diputado;2025
5;101 CONSTANZA PEÑA CONTRERAS;PNL;CAMBIO POR CHILE;7922;1,77%;;2025
5;102 MARIA SOLEDAD ROBLES ESPINOSA;PNL;CAMBIO POR CHILE;10159;2,27%;;2025
5;103 VERONICA PIZARRO GARCIA;REPUBLICAN;CAMBIO POR CHILE;13959;3,13%;;2025
5;104 PAMELA RISHMAGUE BUZZO;REPUBLICAN;CAMBIO POR CHILE;11363;2,54%;;2025
6;51 OCTAVIO GONZALEZ OJEDA;FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;6921;1,18%;;2025
6;52 CLAUDIA JOFRE VIDAL;IND - FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;3742;0,64%;;2025
6;53 ROBERTO VIDELA PAVEZ;FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;2343;0,40%;;2025
6;54 MARIA CLAUDIA CANALES LEMUS;IND - FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;3170;0,54%;;2025
6;55 JAVIERA TOLEDO MUÑOZ;IND - AH;VERDES, REGIONALISTAS Y HUMANISTAS;14680;2,50%;;2025
6;56 YANIXSA AGUILERA CATALAN;IND - AH;VERDES, REGIONALISTAS Y HUMANISTAS;2139;0,36%;;2025
6;57 PAMELA GONZALEZ MUÑOZ;IND - AH;VERDES, REGIONALISTAS Y HUMANISTAS;3332;0,57%;;2025
6;58 FRANCISCA SALAMA PIMENTEL;IND - AH;VERDES, REGIONALISTAS Y HUMANISTAS;2058;0,35%;;2025
6;59 LUIS HURTADO MUÑOZ;IND - AH;VERDES, REGIONALISTAS Y HUMANISTAS;2147;0,37%;;2025
6;60 JUAN LATORRE RIVEROS;FA;UNIDAD POR CHILE;18375;3,12%;;2025
6;61 FRANCISCA BELLO CAMPOS;FA;UNIDAD POR CHILE;30426;5,17%;Diputada;2025
6;62 NELSON VENEGAS SALAZAR;PS;UNIDAD POR CHILE;38197;6,49%;Diputado;2025
6;63 MAURICIO VIÑAMBRES ADASME;IND - PR;UNIDAD POR CHILE;15500;2,64%;;2025
6;64 LUIS FONCEA CALDERON;IND - PPD;UNIDAD POR CHILE;12245;2,08%;;2025
6;65 SABAS IVAN CHAHUAN SARRAS;IND - PL;UNIDAD POR CHILE;27448;4,67%;;2025
6;66 SOFIA GONZALEZ CORTES;PCCH;UNIDAD POR CHILE;33227;5,65%;Diputada;2025
6;67 CRISTIAN MELLA ANDAUR;PDC;UNIDAD POR CHILE;30782;5,23%;Diputado;2025
6;68 GASPAR RIVAS SANCHEZ;IND - PDC;UNIDAD POR CHILE;9368;1,59%;;2025
6;69 JAVIER OLIVARES AVENDAÑO;PDG;PARTIDO DE LA GENTE;31971;5,44%;Diputado;2025
6;70 MAYKOL CASTILLO FERNANDEZ;PDG;PARTIDO DE LA GENTE;6969;1,18%;;2025
6;71 JORGE CRISTI RAMIREZ;PDG;PARTIDO DE LA GENTE;8900;1,51%;;2025
6;72 GONZALO MARCELO SOTO PIZARRO;PDG;PARTIDO DE LA GENTE;9063;1,54%;;2025
6;73 CAMILA FRANCESCA DOÑAS VARGAS;PDG;PARTIDO DE LA GENTE;12807;2,18%;;2025
6;74 BONNIE SILVA VILLARROEL;PDG;PARTIDO DE LA GENTE;5661;0,96%;;2025
6;75 BLANCA ESTHER CURRIECO SOTO;PDG;PARTIDO DE LA GENTE;3287;0,56%;;2025
6;76 MARCIA XIMENA MARCHANT FARIAS;PDG;PARTIDO DE LA GENTE;4499;0,76%;;2025
6;77 RUBY VILLALOBOS ARACENA;PDG;PARTIDO DE LA GENTE;3264;0,55%;;2025
6;78 LUIS PARDO SAINZ;RN; CHILE GRANDE Y UNIDO;43341;7,37%;Diputado;2025
6;79 PERCY MARIN VERA;RN; CHILE GRANDE Y UNIDO;19532;3,32%;;2025
6;80 DANILO QUIROZ CROVETTO;IND - EVOPOLI; CHILE GRANDE Y UNIDO;6888;1,17%;;2025
6;81 CAROLINA JULIO LATORRE;IND - EVOPOLI; CHILE GRANDE Y UNIDO;7054;1,20%;;2025
6;82 JORDAN GUAJARDO VICENCIO;IND - EVOPOLI; CHILE GRANDE Y UNIDO;3373;0,57%;;2025
6;83 JAVIER CRASEMANN ALFONSO;IND - UDI; CHILE GRANDE Y UNIDO;8741;1,49%;;2025
6;84 CATALINA OTERO PEREZ;IND - UDI; CHILE GRANDE Y UNIDO;9767;1,66%;;2025
6;85 VIVIANA NUÑEZ CARRASCO;UDI; CHILE GRANDE Y UNIDO;6391;1,09%;;2025
6;86 CHIARA BARCHIESI CHAVEZ;REPUBLICAN;CAMBIO POR CHILE;62737;10,67%;Diputada;2025
6;87 BENJAMIN LORCA INZUNZA;REPUBLICAN;CAMBIO POR CHILE;19639;3,34%;Diputado;2025
6;88 MANUEL MILLONES CHIRINO;IND - REPUBLICAN;CAMBIO POR CHILE;13778;2,34%;;2025
6;89 MARLENE GONZALEZ AHUMADA;PSC;CAMBIO POR CHILE;5277;0,90%;;2025
6;90 RODOLFO PONCE VARGAS;IND - PSC;CAMBIO POR CHILE;3676;0,62%;;2025
6;91 JOSE VALLEJO KNOCKAERT;PNL;CAMBIO POR CHILE;16967;2,88%;;2025
6;92 SOLEDAD CALVO HERRERA;PNL;CAMBIO POR CHILE;7884;1,34%;;2025
6;93 VERONICA BECERRA VERGARA;PNL;CAMBIO POR CHILE;5549;0,94%;;2025
;94 JORGE VILLARROEL PEREZ;PNL;CAMBIO POR CHILE;5077;0,86%;;2025
7;51 Jorge Sharp Fajardo;IND - FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;28402;5,07%;;2025
7;52 RENE LUES ESCOBAR;IND - FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;4827;0,86%;;2025
7;53 PRISCILA FLEMING ARANGUIZ;IND - FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;2344;0,42%;;2025
7;54 ANGELA CABEZON CONTRERAS;FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;1882;0,34%;;2025
7;55 RODRIGO RUIZ ENCINA;IND - FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;1323;0,24%;;2025
7;56 Tania Madriaga Flores;AH;VERDES, REGIONALISTAS Y HUMANISTAS;2581;0,46%;;2025
7;57 CARLOS MUÑOZ LECERF;IND - AH;VERDES, REGIONALISTAS Y HUMANISTAS;1876;0,33%;;2025
7;58 LUCIA ORTIZ LEON;IND - AH;VERDES, REGIONALISTAS Y HUMANISTAS;1428;0,25%;;2025
7;59 CLAUDIO VALLE FIGUEROA;IND - AH;VERDES, REGIONALISTAS Y HUMANISTAS;1125;0,20%;;2025
7;60 Tomás Lagomarsino Guzmán;PR;UNIDAD POR CHILE;16380;2,92%;;2025
7;61 Jorge Brito Hasbún;FA;UNIDAD POR CHILE;34122;6,09%;Diputado;2025
7;62 JAIME BASSA MERCADO;FA;UNIDAD POR CHILE;40308;7,20%;Diputado;2025
7;63 Luis Cuello Peña y Lillo;PCCH;UNIDAD POR CHILE;37474;6,69%;Diputado;2025
7;64 ROY CRICHTON ORELLANA;PDC;UNIDAD POR CHILE;13618;2,43%;;2025
7;65 FELIPE ALFREDO RIOS CUEVAS;PL;UNIDAD POR CHILE;3577;0,64%;;2025
7;66 MANUEL MURILLO CALDERON;IND - PPD;UNIDAD POR CHILE;10090;1,80%;;2025
7;67 Tomás de Rementería Venegas;PS;UNIDAD POR CHILE;19929;3,56%;;2025
7;68 Arturo Barrios Oteíza;PS;UNIDAD POR CHILE;4913;0,88%;;2025
7;69 ANTONIO ALEJANDRO PAEZ AGUILAR;PTR;PARTIDO DE TRABAJADORES REVOLUCIONARIOS;2796;0,50%;;2025
7;70 ALEJANDRA VALDERRAMA ZUÑIGA;PTR;PARTIDO DE TRABAJADORES REVOLUCIONARIOS;2389;0,43%;;2025
7;71 ROMINA FERNANDA IBAÑEZ SAN MARTIN;PTR;PARTIDO DE TRABAJADORES REVOLUCIONARIOS;2489;0,44%;;2025
7;72 CRISTIAN EDUARDO CUEVAS ZAMBRANO;POPULAR;POPULAR;2512;0,45%;;2025
7;73 CONSTANZA LORETO AHUMADA FUENTES;POPULAR;POPULAR;1219;0,22%;;2025
7;74 MONSERRAT MICHEL ESPAÑA VALDIVIA;POPULAR;POPULAR;1031;0,18%;;2025
7;75 AMARO ENRIQUE RAMIREZ GARCIA;POPULAR;POPULAR;918;0,16%;;2025
7;76 RODRIGO ANDRES WITTWER SALINAS;POPULAR;POPULAR;965;0,17%;;2025
7;77 MATIAS GAZMURI KRUBERG;POPULAR;POPULAR;799;0,14%;;2025
7;78 FRANCISCO-JESUS PEÑALOZA AGUILERA;POPULAR;POPULAR;399;0,07%;;2025
7;79 VALENTINA RAYEN NUÑEZ GODOY;POPULAR;POPULAR;659;0,12%;;2025
7;80 MARIELA DEL CARMEN HIDALGO DIAZ;POPULAR;POPULAR;377;0,07%;;2025
7;81 Juan Marcelo Valenzuela Henriquez;PDG;PARTIDO DE LA GENTE;26166;4,67%;Diputado;2025
7;82 NICOLAS EDUARDO FARFAN VEGA;PDG;PARTIDO DE LA GENTE;7164;1,28%;;2025
7;83 VANESSA FERRER RADOVICH;PDG;PARTIDO DE LA GENTE;9346;1,67%;;2025
7;84 GUILLERMO ESCOBAR ARRIAGADA;PDG;PARTIDO DE LA GENTE;5154;0,92%;;2025
7;85 VERONICA ROJAS ARENAS;PDG;PARTIDO DE LA GENTE;4768;0,85%;;2025
7;86 CAROLL SALOME MEYER MEYER;PDG;PARTIDO DE LA GENTE;2902;0,52%;;2025
7;87 NATALIA VANESSA NAVARRO ALDAY;PDG;PARTIDO DE LA GENTE;5228;0,93%;;2025
7;88 Andrés Celis Montt;RN;CHILE GRANDE Y UNIDO;27649;4,94%;Diputado;2025
7;89 SAMIRA CHAHUAN AKLE;RN;CHILE GRANDE Y UNIDO;10503;1,88%;;2025
7;90 LEOPOLDO MORENO CONTARDO;IND - RN;CHILE GRANDE Y UNIDO;3652;0,65%;;2025
7;91 CARLOS MONDACA MATZNER;IND - EVOPOLI;CHILE GRANDE Y UNIDO;7163;1,28%;;2025
7;92 JORGE GARCES ROJAS;IND - EVOPOLI;CHILE GRANDE Y UNIDO;6220;1,11%;;2025
7;93 MARLEN OLIVARI MAYER;IND - EVOPOLI;CHILE GRANDE Y UNIDO;12681;2,26%;;2025
7;94 Jorge Castro Muñoz;UDI;CHILE GRANDE Y UNIDO;6526;1,17%;;2025
7;95 MACARENA URENDA SALAMANCA;UDI;CHILE GRANDE Y UNIDO;6938;1,24%;;2025
7;96 Hotuiti Teao Drago;IND - UDI;CHILE GRANDE Y UNIDO;46050;8,22%;Diputado;2025
7;97 Luis Fernando Sánchez Ossa;REPUBLICAN;CAMBIO POR CHILE;37854;6,76%;Diputado;2025
7;98 RAFAEL GONZALEZ CAMUS;REPUBLICAN;CAMBIO POR CHILE;13373;2,39%;;2025
7;99 ANGELA CARRASCO JOFRE;REPUBLICAN;CAMBIO POR CHILE;11811;2,11%;;2025
7;100 SEBASTIAN ZAMORA SOTO;IND - REPUBLICAN;CAMBIO POR CHILE;25755;4,60%;Diputado;2025
7;101 JAIME MORALES OTAROLA;IND - PNL;CAMBIO POR CHILE;6920;1,24%;;2025
7;102 PEDRO SCHWEDELBACH PUGA;PNL;CAMBIO POR CHILE;16546;2,95%;;2025
7;103 ALEJANDRA CARRASCO PEREZ;PNL;CAMBIO POR CHILE;9783;1,75%;;2025
7;104 BARBARA VERA SEPULVEDA;PSC;CAMBIO POR CHILE;2335;0,42%;;2025
7;105 JUAN ALBERTO SEPULVEDA QUEZADA;PSC;CAMBIO POR CHILE;4773;0,85%;;2025
8;51 CESAR LEIVA RUBIO;IND - AH;VERDES, REGIONALISTAS Y HUMANISTAS;7852;1,02%;;2025
8;52 CARLOS ASTUDILLO ULLOA;IND - AH;VERDES, REGIONALISTAS Y HUMANISTAS;4177;0,54%;;2025
8;53 JAVIER IBARRA REYES;AH;VERDES, REGIONALISTAS Y HUMANISTAS;4025;0,52%;;2025
8;54 GUILLERMO FLORES CONTRERAS;FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;8358;1,09%;Diputada;2025
8;55 CHRISTIAN VITTORI MUÑOZ;FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;6495;0,85%;;2025
8;56 DAVID QUEZADA GOMEZ;FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;4181;0,55%;;2025
8;57 ERICA VELASQUEZ MONTENEGRO;IND - FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;3886;0,51%;;2025
8;58 JAIME CAYUQUEO ZAMBRANO;IND - FREVS;VERDES, REGIONALISTAS Y HUMANISTAS;2403;0,31%;;2025
