Distrito,parlamentario/a,coalición,partido político,Votos obtenidos ,% obtenido,año elección
14,Rodrigo González Torres,Concertación,Partido por la Democracia ,47593,"32,89%",2001
15,Samuel Venegas Rubio,Concertación,Partido Radical,20353,"26,49%",2001
15,Carlos Hidalgo González,Alianza,Renovación Nacional,18741,"24,39%",2001
16,Patricio Melero Abaroa,Alianza,Unión Demócrata Independiente,52806,"41,86%",2001
16,Zarko Luksic Sandoval,Concertación,Democracia Cristiana ,38762,"30,73%",2001
17,Pablo Longueira Montes,Alianza,Unión Demócrata Independiente,61319,"40,63%",2001
17,María Antonieta Saa Díaz,Concertación,Partido por la Democracia ,49986,"33,12%",2001
18,Guido Girardi Lavín,Concertación,Partido por la Democracia ,98491,"58,39%",2001
18,Carlos Olivares Zepeda,Concertación,Democracia Cristiana ,10930,"6,48%",2001
19,Patricio Hales Dib,Concertación,Partido por la Democracia ,44193,"41,15%",2001
19,Cristián Leay Morán,Alianza,Unión Demócrata Independiente,36994,"34,44%",2001
20,Cristián Pareto Vergara,Concertación,Democracia Cristiana ,53474,"26,47%",2001
20,Mario Varela Herrera,Alianza,Unión Demócrata Independiente,49844,"24,68%",2001
21,Marcela Cubillos Sigall,Alianza,Unión Demócrata Independiente,61584,"37,01%",2001
21,Jorge Burgos Varela,Concertación,Democracia Cristiana ,37787,"22,71%",2001
22,Alberto Cardemil Herrera,Alianza,Renovación Nacional,42772,"39,40%",2001
22,Carolina Tohá Morales,Concertación,Partido por la Democracia ,32965,"30,36%",2001
23,Julio Dittborn Cordua,Alianza,Unión Demócrata Independiente,80016,"44,67%",2001
23,Pía Guzmán Mena,Alianza,Renovación Nacional,46675,"26,06%",2001
24,María Angélica Cristi Marfil,Alianza,Renovación Nacional,47346,"38,52%",2001
24,Enrique Accorsi Opazo,Concertación,Partido por la Democracia ,41239,"33,55%",2001
25,Ximena Vidal Lázaro,Concertación,Partido por la Democracia ,42072,"28,28%",2001
25,Felipe Salaberry Soto,Alianza,Unión Demócrata Independiente,41504,"27,89%",2001
26,Carlos Montes Cisternas,Concertación,Partido Socialista,69183,"50,99%",2001
26,Lily Pérez San Martín,Alianza,Renovación Nacional,49810,"36,71%",2001
27,Iván Moreira Barros,Alianza,Unión Demócrata Independiente,65777,"42,45%",2001
27,Eliana Caraball Martínez,Concertación,Democracia Cristiana ,36832,"23,77%",2001
28,Darío Paya Mira,Alianza,Unión Demócrata Independiente,47756,"32,23%",2001
28,Rodolfo Seguel Molina,Concertación,Democracia Cristiana ,40010,"27,01%",2001
29,Maximiano Errázuriz Eguiguren,Alianza,Renovación Nacional,69786,"42,83%",2001
29,Isabel Allende Bussi,Concertación,Partido Socialista,57164,"35,09%",2001
30,José Antonio Kast Rist,Alianza,Unión Demócrata Independiente,48025,"35,45%",2001
30,Edgardo Riveros Marín,Concertación,Democracia Cristiana ,30056,"22,18%",2001
31,Gonzalo Uriarte Herrera,Alianza,Unión Demócrata Independiente,60495,"42,00%",2001
31,Jaime Jiménez Villavicencio,Concertación,Democracia Cristiana ,39036,"27,10%",2001
32,Alejandro García-Huidobro,Alianza,Unión Demócrata Independiente,35695,"41,16%",2001
32,Esteban Valenzuela Van Treek,Concertación,Partido por la Democracia ,28689,"33,08%",2001
33,Juan Pablo Letelier Morel,Concertación,Partido Socialista,58666,"53,41%",2001
33,Eugenio Bauer Jouanne,Alianza,Unión Demócrata Independiente,29594,"26,94%",2001
34,Alejandra Sepúlveda Orbenes,Concertación,Democracia Cristiana ,29123,"34,16%",2001
34,Juan Masferrer Pellizari,Alianza,Unión Demócrata Independiente,28154,"33,03%",2001
35,Aníbal Pérez Lobos,Concertación,Partido por la Democracia ,23923,"33,67%",2001
35,Ramón Barros Montero,Alianza,Unión Demócrata Independiente,20665,"29,08%",2001
36,Sergio Correa de La Cerda,Alianza,Unión Demócrata Independiente,41777,"38,83%",2001
36,Boris Tapia Martínez,Concertación,Democracia Cristiana ,26676,"24,80%",2001
37,Sergio Aguiló Melo,Concertación,Partido Socialista,34195,"42,81%",2001
37,Pablo Prieto Lorca,Alianza,Unión Demócrata Independiente,21446,"26,85%",2001
38,Pedro Álvarez-Salamanca Büchi,Alianza,Renovación Nacional,23035,"34,27%",2001
38,Pablo Lorenzini Basso,Concertación,Democracia Cristiana ,21771,"32,39%",2001
39,Jorge Tarud Daccarett,Concertación,Partido por la Democracia ,33067,"41,75%",2001
39,Osvaldo Palma Flores,Alianza,Renovación Nacional,23363,"29,50%",2001
40,Ignacio Urrutia Bonilla,Alianza,Unión Demócrata Independiente,25907,"36,67%",2001
40,Guillermo Ceroni Fuentes,Concertación,Partido por la Democracia ,20460,"28,96%",2001
41,Rosauro Martínez Labbé,Alianza,Renovación Nacional,44476,"38,50%",2001
41,Carlos Abel Jarpa Wevar,Concertación,Partido Radical,23150,"20,04%",2001
42,Nicolás Monckeberg Díaz,Alianza,Renovación Nacional,47839,"43,60%",2001
42,Felipe Letelier Norambuena,Concertación,Partido por la Democracia ,33436,"30,47%",2001
43,Víctor Jeame Barrueto,Concertación,Partido por la Democracia ,35877,"35,14%",2001
43,Jorge Ulloa Aguillón,Alianza,Unión Demócrata Independiente,38326,"37,53%",2001
44,Andrés Egaña Respaldiza,Alianza,Unión Demócrata Independiente,48403,"32,78%",2001
44,José Miguel Ortiz Novoa,Concertación,Democracia Cristiana ,52037,"35,25%",2001
45,Alejandro Navarro Brain,Concertación,Partido Socialista,48990,"45,46%",2001
45,Edmundo Salas de la Fuente,Concertación,Democracia Cristiana ,22125,"20,53%",2001
46,Camilo Escalona Medina,Concertación,Partido Socialista,33291,"37,22%",2001
46,Iván Norambuena Farías,Alianza,Unión Demócrata Independiente,28902,"32,32%",2001
47,Víctor Pérez Varela,Alianza,Unión Demócrata Independiente,45328,"34,70%",2001
47,José Pérez Arriagada,Concertación,Partido Radical,40201,"30,77%",2001
48,Francisco Bayo Veloso,Alianza,Renovación Nacional,18130,"28,02%",2001
48,Edmundo Villouta Concha,Concertación,Democracia Cristiana ,14996,"23,17%",2001
49,José Antonio Galilea Vidaurre,Alianza,Renovación Nacional,16764,"26,41%",2001
49,Jaime Quintana Leal,Concertación,Partido por la Democracia ,15865,"25,00%",2001
50,Germán Becker Alvear,Alianza,Renovación Nacional,39801,"37,68%",2001
50,Eduardo Saffirio Suárez,Concertación,Democracia Cristiana ,35487,"33,59%",2001
51,Eugenio Tuma Zedán,Concertación,Partido por la Democracia ,25082,"40,32%",2001
51,Eduardo Díaz del Río,Alianza,Unión Demócrata Independiente,20156,"32,40%",2001
52,René Manuel García García,Alianza,Renovación Nacional,23370,"38,43%",2001
52,Fernando Meza Moncada,Concertación,Partido Radical,16781,"27,59%",2001
53,Roberto Delmastro Naso,Alianza,Renovación Nacional,25866,"34,85%",2001
53,Exequiel Silva Ortiz,Concertación,Democracia Cristiana ,22445,"30,24%",2001
54,Enrique Jaramillo Becker,Concertación,Partido por la Democracia ,27706,"36,16%",2001
54,Gastón von Mühlenbrock,Alianza,Unión Demócrata Independiente,23902,"31,20%",2001
55,Sergio Ojeda Uribe,Concertación,Democracia Cristiana ,24752,"33,26%",2001
55,Javier Hernández Hernández,Alianza,Unión Demócrata Independiente,23479,"31,55%",2001
56,Carlos Recondo Lavanderos,Alianza,Unión Demócrata Independiente,19992,"29,17%",2001
56,Fidel Espinoza Sandoval,Concertación,Partido Socialista,18436,"26,90%",2001
57,Eduardo Lagos Herrera,Concertación,Partido Radical,20565,"27,37%",2001
57,Carlos Kuschel Silva,Alianza,Renovación Nacional,19004,"25,29%",2001
58,Claudio Alvarado Andrade,Alianza,Unión Demócrata Independiente,26203,"40,48%",2001
58,Gabriel Ascencio Mansilla,Concertación,Democracia Cristiana ,23206,"35,85%",2001
59,Pablo Galilea Carrillo,Alianza,Renovación Nacional,14918,"40,29%",2001
59,Leopoldo Sánchez Grunert,Concertación,Partido por la Democracia ,7812,"21,10%",2001
60,Rodrigo Álvarez Zenteno,Alianza,Unión Demócrata Independiente,26081,"41,76%",2001
60,Pedro Muñoz Aburto,Concertación,Partido Socialista,17302,"27,70%",2001
1,Iván Paredes Fierro,Concertación,Partido Socialista,18958,"25,52%",2005
1,Ximena Valcarce Becerra,Alianza,Renovación Nacional,16692,"22,47%",2005
2,Fulvio Rossi Ciocca,Concertación,Partido Socialista,36823,"40,32%",2005
2,Marta Isasi Barbieri,Fuerza Regional Independiente,Partido de Acción Regionalista de Chile,24350,"26,66%",2005
3,Marcos Espinosa Monardes,Concertación,Partido Radical,21629,"31,44%",2005
3,Felipe Ward Edwards,Alianza,Unión Demócrata Independiente,14469,"21,03%",2005
4,Pedro Araya Guerrero,Concertación,Democracia Cristiana ,40131,"34,51%",2005
4,Manuel Rojas Molina,Alianza,Unión Demócrata Independiente,38254,"32,90%",2005
5,Antonio Leal Labrín,Concertación,Partido por la Democracia ,30032,"49,25%",2005
5,René Aedo Ormeño,Alianza,Renovación Nacional,12432,"20,39%",2005
6,Jaime Mulet Martínez,Concertación,Democracia Cristiana ,16124,"36,82%",2005
6,Alberto Robles Pantoja,Concertación,Partido Radical,9199,"21,01%",2005
7,Marcelo Díaz Díaz,Concertación,Partido Socialista,22861,"26,03%",2005
7,Mario Bertolino Rendic,Alianza,Renovación Nacional,21636,"24,64%",2005
8,Patricio Walker Prieto,Concertación,Democracia Cristiana ,56208,"54,30%",2005
8,Francisco Encina Moriamez,Concertación,Partido Socialista,15511,"14,99%",2005
9,Adriana Muñoz D'Albora,Concertación,Partido por la Democracia ,27269,"44,37%",2005
9,Renán Fuentealba Vildósola,Concertación,Democracia Cristiana ,10727,"17,46%",2005
10,Marco Enríquez-Ominami Gumucio,Concertación,Partido Socialista,46590,"34,34%",2005
10,Alfonso Vargas Lyng,Alianza,Renovación Nacional,34209,"25,22%",2005
11,Marco Antonio Núñez Lozano,Concertación,Partido por la Democracia ,37662,"35,86%",2005
11,Marcelo Forni Lobos,Alianza,Unión Demócrata Independiente,30980,"29,50%",2005
12,Juan Bustos Ramírez,Concertación,Partido Socialista,35680,"30,84%",2005
12,Amelia Herrera Silva,Alianza,Renovación Nacional,33184,"28,69%",2005
13,Laura Soto González,Concertación,Partido por la Democracia ,36764,"27,55%",2005
13,Joaquín Godoy Ibáñez,Alianza,Renovación Nacional,33315,"24,96%",2005
14,Rodrigo González Torres,Concertación,Partido por la Democracia ,42309,"27,27%",2005
14,Francisco Chahuán Chahuán,Alianza,Renovación Nacional,40006,"25,78%",2005
15,Edmundo Eluchans Urenda,Alianza,Unión Demócrata Independiente,20125,"24,80%",2005
15,Samuel Venegas Rubio,Concertación,Partido Radical,17798,"21,93%",2005
16,Patricio Melero Abaroa,Alianza,Unión Demócrata Independiente,49412,"32,80%",2005
16,Gabriel Silber Romo,Concertación,Democracia Cristiana ,38373,"25,47%",2005
17,María Antonieta Saa Díaz,Concertación,Partido por la Democracia ,57708,"37,98%",2005
17,Karla Rubilar Barahona,Alianza,Renovación Nacional,29431,"19,37%",2005
18,Guido Girardi Briere,Concertación,Partido por la Democracia ,71456,"43,75%",2005
18,Carlos Olivares Zepeda,Concertación,Democracia Cristiana ,32464,"19,87%",2005
19,Patricio Hales Dib,Concertación,Partido por la Democracia ,53773,"48,72%",2005
19,Claudia Nogueira Fernández,Alianza,Unión Demócrata Independiente,33231,"30,11%",2005
20,Álvaro Escobar Rufatt,Concertación,Partido por la Democracia ,100840,"42,18%",2005
